Fiscal Year,Agency Number,Agency Name,County,Major Spending Category,Amount
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BANDERA,PUBLIC ASSISTANCE PAYMENTS,292039.65
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BASTROP,PUBLIC ASSISTANCE PAYMENTS,4016127.66
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BAYLOR,PUBLIC ASSISTANCE PAYMENTS,2096319.69
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BEE,PUBLIC ASSISTANCE PAYMENTS,3434781.91
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BELL,PUBLIC ASSISTANCE PAYMENTS,279165422.88
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BEXAR,PUBLIC ASSISTANCE PAYMENTS,4193214377.78
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BLANCO,PUBLIC ASSISTANCE PAYMENTS,48986.1
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BOSQUE,PUBLIC ASSISTANCE PAYMENTS,2977616.55
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BOWIE,PUBLIC ASSISTANCE PAYMENTS,20063882.25
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BRAZORIA,PUBLIC ASSISTANCE PAYMENTS,70083903.14
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BRAZOS,PUBLIC ASSISTANCE PAYMENTS,60681082.52
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BREWSTER,PUBLIC ASSISTANCE PAYMENTS,1054861.65
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BRISCOE,PUBLIC ASSISTANCE PAYMENTS,87.92
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BROOKS,PUBLIC ASSISTANCE PAYMENTS,41896.75
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BROWN,PUBLIC ASSISTANCE PAYMENTS,11470574.83
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BURLESON,PUBLIC ASSISTANCE PAYMENTS,1423355.87
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BURNET,PUBLIC ASSISTANCE PAYMENTS,6022838.25
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CALDWELL,PUBLIC ASSISTANCE PAYMENTS,678312.79
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CALHOUN,PUBLIC ASSISTANCE PAYMENTS,5730916.84
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CALLAHAN,PUBLIC ASSISTANCE PAYMENTS,88562.1
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CAMERON,PUBLIC ASSISTANCE PAYMENTS,182129944.82
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CAMP,PUBLIC ASSISTANCE PAYMENTS,7278602.38
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CARSON,PUBLIC ASSISTANCE PAYMENTS,21505.14
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CASS,PUBLIC ASSISTANCE PAYMENTS,1685130.72
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CASTRO,PUBLIC ASSISTANCE PAYMENTS,724599.59
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CHAMBERS,PUBLIC ASSISTANCE PAYMENTS,7027487.72
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CHEROKEE,PUBLIC ASSISTANCE PAYMENTS,19291864.94
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CHILDRESS,PUBLIC ASSISTANCE PAYMENTS,3082766.47
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CLAY,PUBLIC ASSISTANCE PAYMENTS,231137.44
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,COCHRAN,PUBLIC ASSISTANCE PAYMENTS,35249.51
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,COKE,PUBLIC ASSISTANCE PAYMENTS,233697.91
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,COLEMAN,PUBLIC ASSISTANCE PAYMENTS,1089762.73
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,COLLIN,PUBLIC ASSISTANCE PAYMENTS,168491432.02
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,COLLINGSWORTH,PUBLIC ASSISTANCE PAYMENTS,141625.58
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,COLORADO,PUBLIC ASSISTANCE PAYMENTS,5697929.84
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,COMAL,PUBLIC ASSISTANCE PAYMENTS,7123420.85
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,COMANCHE,PUBLIC ASSISTANCE PAYMENTS,1731702.69
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CONCHO,PUBLIC ASSISTANCE PAYMENTS,602422.69
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,COOKE,PUBLIC ASSISTANCE PAYMENTS,4951142.99
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CORYELL,PUBLIC ASSISTANCE PAYMENTS,17932494.39
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,COTTLE,PUBLIC ASSISTANCE PAYMENTS,15102.97
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CRANE,PUBLIC ASSISTANCE PAYMENTS,87957.3
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CROCKETT,PUBLIC ASSISTANCE PAYMENTS,76176.28
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CROSBY,PUBLIC ASSISTANCE PAYMENTS,123249.85
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,CULBERSON,PUBLIC ASSISTANCE PAYMENTS,434723.29
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DALLAM,PUBLIC ASSISTANCE PAYMENTS,2133904.06
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DALLAS,PUBLIC ASSISTANCE PAYMENTS,3351606919.56
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BOSQUE,TRAVEL,8784.34
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DAWSON,PUBLIC ASSISTANCE PAYMENTS,2139845.09
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DEAF SMITH,PUBLIC ASSISTANCE PAYMENTS,2955974.44
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DELTA,PUBLIC ASSISTANCE PAYMENTS,437914.43
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DENTON,PUBLIC ASSISTANCE PAYMENTS,96144833.39
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DEWITT,PUBLIC ASSISTANCE PAYMENTS,4408530.69
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DICKENS,PUBLIC ASSISTANCE PAYMENTS,7252.51
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DIMMIT,PUBLIC ASSISTANCE PAYMENTS,6837317.82
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DONLEY,PUBLIC ASSISTANCE PAYMENTS,35582.19
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,DUVAL,PUBLIC ASSISTANCE PAYMENTS,6380251.27
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,EASTLAND,PUBLIC ASSISTANCE PAYMENTS,7983872.72
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,ECTOR,PUBLIC ASSISTANCE PAYMENTS,82219256.08
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,EDWARDS,PUBLIC ASSISTANCE PAYMENTS,630.52
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,ELLIS,PUBLIC ASSISTANCE PAYMENTS,8620482.2
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,EL PASO,PUBLIC ASSISTANCE PAYMENTS,710304259.84
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,ERATH,PUBLIC ASSISTANCE PAYMENTS,32799872.77
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,FALLS,PUBLIC ASSISTANCE PAYMENTS,306001.7
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,FANNIN,PUBLIC ASSISTANCE PAYMENTS,7870735.59
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,FAYETTE,PUBLIC ASSISTANCE PAYMENTS,2326139.14
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,FISHER,PUBLIC ASSISTANCE PAYMENTS,1045939.89
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,FLOYD,PUBLIC ASSISTANCE PAYMENTS,666079.61
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,FOARD,PUBLIC ASSISTANCE PAYMENTS,3060.58
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,FORT BEND,PUBLIC ASSISTANCE PAYMENTS,2305507408.66
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,FRANKLIN,PUBLIC ASSISTANCE PAYMENTS,47225242.13
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,FREESTONE,PUBLIC ASSISTANCE PAYMENTS,974886.63
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,FRIO,PUBLIC ASSISTANCE PAYMENTS,1445442.17
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GAINES,PUBLIC ASSISTANCE PAYMENTS,2752927.74
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GALVESTON,PUBLIC ASSISTANCE PAYMENTS,123232713.4
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GARZA,PUBLIC ASSISTANCE PAYMENTS,52516.8
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GILLESPIE,PUBLIC ASSISTANCE PAYMENTS,3363320.73
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GLASSCOCK,PUBLIC ASSISTANCE PAYMENTS,1737.31
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GOLIAD,PUBLIC ASSISTANCE PAYMENTS,54640.54
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GONZALES,PUBLIC ASSISTANCE PAYMENTS,3765690.01
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GRAY,PUBLIC ASSISTANCE PAYMENTS,2837905.03
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GRAYSON,PUBLIC ASSISTANCE PAYMENTS,28013660.21
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GREGG,PUBLIC ASSISTANCE PAYMENTS,75704176.71
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GRIMES,PUBLIC ASSISTANCE PAYMENTS,460819.91
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,GUADALUPE,PUBLIC ASSISTANCE PAYMENTS,12947842.49
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HALE,PUBLIC ASSISTANCE PAYMENTS,12800900.41
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HALL,PUBLIC ASSISTANCE PAYMENTS,58682.2
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HAMILTON,PUBLIC ASSISTANCE PAYMENTS,16119269.15
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HANSFORD,PUBLIC ASSISTANCE PAYMENTS,1315312.24
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HARDEMAN,PUBLIC ASSISTANCE PAYMENTS,291946.27
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HARDIN,PUBLIC ASSISTANCE PAYMENTS,115018.4
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HARRIS,PUBLIC ASSISTANCE PAYMENTS,7220028432.15
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HARRISON,PUBLIC ASSISTANCE PAYMENTS,1975007.11
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HARTLEY,PUBLIC ASSISTANCE PAYMENTS,58.8
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HASKELL,PUBLIC ASSISTANCE PAYMENTS,809801.28
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HAYS,PUBLIC ASSISTANCE PAYMENTS,8606894.41
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HEMPHILL,PUBLIC ASSISTANCE PAYMENTS,424829.15
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HENDERSON,PUBLIC ASSISTANCE PAYMENTS,16010095.01
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HIDALGO,PUBLIC ASSISTANCE PAYMENTS,538681705.35
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HILL,PUBLIC ASSISTANCE PAYMENTS,1231108.47
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HOCKLEY,PUBLIC ASSISTANCE PAYMENTS,27770334.48
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HOOD,PUBLIC ASSISTANCE PAYMENTS,27718736.5
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HOPKINS,PUBLIC ASSISTANCE PAYMENTS,4928263.65
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HOUSTON,PUBLIC ASSISTANCE PAYMENTS,2976372.78
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HOWARD,PUBLIC ASSISTANCE PAYMENTS,21910845.67
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HUDSPETH,PUBLIC ASSISTANCE PAYMENTS,5120.97
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HUNT,PUBLIC ASSISTANCE PAYMENTS,23152965.78
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,HUTCHINSON,PUBLIC ASSISTANCE PAYMENTS,9199888.31
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,JACK,PUBLIC ASSISTANCE PAYMENTS,5297248.97
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,JACKSON,PUBLIC ASSISTANCE PAYMENTS,1945670.34
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,JASPER,PUBLIC ASSISTANCE PAYMENTS,3478208.94
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,JEFF DAVIS,PUBLIC ASSISTANCE PAYMENTS,4189.1
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,JEFFERSON,PUBLIC ASSISTANCE PAYMENTS,84071686.33
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,JIM HOGG,PUBLIC ASSISTANCE PAYMENTS,13261.97
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,JIM WELLS,PUBLIC ASSISTANCE PAYMENTS,32688299.75
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,JOHNSON,PUBLIC ASSISTANCE PAYMENTS,12065194.15
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,JONES,PUBLIC ASSISTANCE PAYMENTS,1221279.75
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,KARNES,PUBLIC ASSISTANCE PAYMENTS,491857.83
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,KAUFMAN,PUBLIC ASSISTANCE PAYMENTS,42385576.01
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,KENDALL,PUBLIC ASSISTANCE PAYMENTS,1017268.35
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,KENEDY,PUBLIC ASSISTANCE PAYMENTS,74.24
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,KENT,PUBLIC ASSISTANCE PAYMENTS,34610.3
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,KERR,PUBLIC ASSISTANCE PAYMENTS,49036601.24
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,KIMBLE,PUBLIC ASSISTANCE PAYMENTS,512934.87
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,KINNEY,PUBLIC ASSISTANCE PAYMENTS,11441.86
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,KLEBERG,PUBLIC ASSISTANCE PAYMENTS,6511775.81
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,KNOX,PUBLIC ASSISTANCE PAYMENTS,252231.81
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LAMAR,PUBLIC ASSISTANCE PAYMENTS,10271195.68
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LAMB,PUBLIC ASSISTANCE PAYMENTS,7453767.2
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LAMPASAS,PUBLIC ASSISTANCE PAYMENTS,591387.32
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LASALLE,PUBLIC ASSISTANCE PAYMENTS,635848.67
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LAVACA,PUBLIC ASSISTANCE PAYMENTS,1757015.7
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LEE,PUBLIC ASSISTANCE PAYMENTS,431084.05
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LEON,PUBLIC ASSISTANCE PAYMENTS,27325.57
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LIBERTY,PUBLIC ASSISTANCE PAYMENTS,9648004.86
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LIMESTONE,PUBLIC ASSISTANCE PAYMENTS,11192717.22
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LIPSCOMB,PUBLIC ASSISTANCE PAYMENTS,576673.76
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LIVE OAK,PUBLIC ASSISTANCE PAYMENTS,73553.6
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LLANO,PUBLIC ASSISTANCE PAYMENTS,325538.1
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LUBBOCK,PUBLIC ASSISTANCE PAYMENTS,230899516.52
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,LYNN,PUBLIC ASSISTANCE PAYMENTS,375833.55
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MADISON,PUBLIC ASSISTANCE PAYMENTS,331947.91
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MARION,PUBLIC ASSISTANCE PAYMENTS,27647.21
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MARTIN,PUBLIC ASSISTANCE PAYMENTS,348652
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MASON,PUBLIC ASSISTANCE PAYMENTS,6382.44
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MATAGORDA,PUBLIC ASSISTANCE PAYMENTS,6979776.73
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MAVERICK,PUBLIC ASSISTANCE PAYMENTS,9534587.08
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MCCULLOCH,PUBLIC ASSISTANCE PAYMENTS,3388304.41
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MCLENNAN,PUBLIC ASSISTANCE PAYMENTS,71898297.06
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MCMULLEN,PUBLIC ASSISTANCE PAYMENTS,931.14
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MEDINA,PUBLIC ASSISTANCE PAYMENTS,3912859.5
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MENARD,PUBLIC ASSISTANCE PAYMENTS,9249.75
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MIDLAND,PUBLIC ASSISTANCE PAYMENTS,70745629.51
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MILAM,PUBLIC ASSISTANCE PAYMENTS,7079238.63
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MILLS,PUBLIC ASSISTANCE PAYMENTS,117670.08
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MITCHELL,PUBLIC ASSISTANCE PAYMENTS,568580.68
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MONTAGUE,PUBLIC ASSISTANCE PAYMENTS,4540453.87
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MONTGOMERY,PUBLIC ASSISTANCE PAYMENTS,69653438.57
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MOORE,PUBLIC ASSISTANCE PAYMENTS,2361485.71
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MORRIS,PUBLIC ASSISTANCE PAYMENTS,338750.14
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,MOTLEY,PUBLIC ASSISTANCE PAYMENTS,1321.8
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,NACOGDOCHES,PUBLIC ASSISTANCE PAYMENTS,21472738.24
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,NAVARRO,PUBLIC ASSISTANCE PAYMENTS,9317910.54
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,NEWTON,PUBLIC ASSISTANCE PAYMENTS,242211.09
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,NOLAN,PUBLIC ASSISTANCE PAYMENTS,5036263.6
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,NUECES,PUBLIC ASSISTANCE PAYMENTS,1316611879.64
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,OCHILTREE,PUBLIC ASSISTANCE PAYMENTS,1545205.19
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,OLDHAM,PUBLIC ASSISTANCE PAYMENTS,1303.29
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,ORANGE,PUBLIC ASSISTANCE PAYMENTS,392627.59
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,PALO PINTO,PUBLIC ASSISTANCE PAYMENTS,2698957.46
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,PANOLA,PUBLIC ASSISTANCE PAYMENTS,371055.11
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,PARKER,PUBLIC ASSISTANCE PAYMENTS,4779364.41
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,PARMER,PUBLIC ASSISTANCE PAYMENTS,586574.61
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,PECOS,PUBLIC ASSISTANCE PAYMENTS,5069598.89
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,POLK,PUBLIC ASSISTANCE PAYMENTS,2926430.12
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,POTTER,PUBLIC ASSISTANCE PAYMENTS,59802381.06
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,PRESIDIO,PUBLIC ASSISTANCE PAYMENTS,102081.15
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,RAINES,PUBLIC ASSISTANCE PAYMENTS,66488.39
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,RANDALL,PUBLIC ASSISTANCE PAYMENTS,5128410.64
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,REAGAN,PUBLIC ASSISTANCE PAYMENTS,552980.23
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,REAL,PUBLIC ASSISTANCE PAYMENTS,10036.65
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,RED RIVER,PUBLIC ASSISTANCE PAYMENTS,26403.93
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,REEVES,PUBLIC ASSISTANCE PAYMENTS,4006812.1
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,REFUGIO,PUBLIC ASSISTANCE PAYMENTS,833193.29
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,ROBERTS,PUBLIC ASSISTANCE PAYMENTS,103.24
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,ROBERTSON,PUBLIC ASSISTANCE PAYMENTS,119031.17
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,ROCKWALL,PUBLIC ASSISTANCE PAYMENTS,14268979.08
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,RUNNELS,PUBLIC ASSISTANCE PAYMENTS,1287070.55
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,RUSK,PUBLIC ASSISTANCE PAYMENTS,2176630
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SABINE,PUBLIC ASSISTANCE PAYMENTS,2188823.23
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SAN AUGUSTINE,PUBLIC ASSISTANCE PAYMENTS,234954.59
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SAN JACINTO,PUBLIC ASSISTANCE PAYMENTS,346182.82
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SAN PATRICIO,PUBLIC ASSISTANCE PAYMENTS,18036039.67
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SAN SABA,PUBLIC ASSISTANCE PAYMENTS,286932.65
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SCHLEICHER,PUBLIC ASSISTANCE PAYMENTS,341740.5
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SCURRY,PUBLIC ASSISTANCE PAYMENTS,4642294.35
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SHACKELFORD,PUBLIC ASSISTANCE PAYMENTS,175700.94
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SHELBY,PUBLIC ASSISTANCE PAYMENTS,255480.21
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SHERMAN,PUBLIC ASSISTANCE PAYMENTS,2684446.15
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SMITH,PUBLIC ASSISTANCE PAYMENTS,171093585.3
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SOMERVELL,PUBLIC ASSISTANCE PAYMENTS,543439.69
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,STARR,PUBLIC ASSISTANCE PAYMENTS,17732666.35
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,STEPHENS,PUBLIC ASSISTANCE PAYMENTS,1566419.55
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,STERLING,PUBLIC ASSISTANCE PAYMENTS,162501.1
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,STONEWALL,PUBLIC ASSISTANCE PAYMENTS,677908.75
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SUTTON,PUBLIC ASSISTANCE PAYMENTS,1005906.22
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,BOWIE,TRAVEL,13649.5
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,SWISHER,PUBLIC ASSISTANCE PAYMENTS,645232.01
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,TARRANT,PUBLIC ASSISTANCE PAYMENTS,1694979686.77
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,TAYLOR,PUBLIC ASSISTANCE PAYMENTS,64968337.02
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,TERRELL,PUBLIC ASSISTANCE PAYMENTS,4009.82
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,TERRY,PUBLIC ASSISTANCE PAYMENTS,3099838.12
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,THROCKMORTON,PUBLIC ASSISTANCE PAYMENTS,436991.97
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,TITUS,PUBLIC ASSISTANCE PAYMENTS,7938277.41
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,TOM GREEN,PUBLIC ASSISTANCE PAYMENTS,46857349.48
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,TRAVIS,PUBLIC ASSISTANCE PAYMENTS,6446533696.7
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,TRINITY,PUBLIC ASSISTANCE PAYMENTS,99871.62
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,TYLER,PUBLIC ASSISTANCE PAYMENTS,2281867.84
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,UPSHUR,PUBLIC ASSISTANCE PAYMENTS,74807.74
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,UPTON,PUBLIC ASSISTANCE PAYMENTS,355255.23
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,UVALDE,PUBLIC ASSISTANCE PAYMENTS,15083594.46
2021,529,HEALTH AND HUMAN SERVICES COMMISSION,VAL VERDE,PUBLIC ASSISTANCE PAYMENTS,11754039.03
