ID,Name,Description,Created,Updated,Link
9b9t-qvsf,CPS 2.9 Family Group Conferences FY2015-2024,"Family Group Decision Making FGDM is a collaborative approach to service planning and decision making. Using the FGDM approach, families join with relatives, friends, and others in the community to develop a plan to ensure children are cared for and protected from future harm. This broader constellation of family convenes with information providerscommunity supports and CPS caseworkers in a unique partnership that empowers the family group with a high degree of decision-making authority and responsibility. FGCs generally are held after a child is removed, but may also be used before removal when the family receives Family Based Safety Services. More information at www.dfps.texas.gov.",2020-04-20T17:12:04.000Z,2025-01-30T20:36:39.000Z,https://data.texas.gov/dataset/CPS-2-9-Family-Group-Conferences-FY2015-2024/9b9t-qvsf
jd6h-b87p,Plan Holders,"The Plan Holders dataset includes information such as vendors name, proposal request, State Project Number and let type.",2024-03-01T20:07:37.000Z,2025-02-24T23:40:36.000Z,https://data.texas.gov/dataset/Plan-Holders/jd6h-b87p
uj39-scvi,CPS 1.4 Family Preservation - Families Entering Services By County FY2015-2024,Families entering Family Based Safety Services Family Preservation Stages during the fiscal year.,2018-04-24T20:22:01.000Z,2025-01-30T18:20:03.000Z,https://data.texas.gov/dataset/CPS-1-4-Family-Preservation-Families-Entering-Serv/uj39-scvi
vuni-wtvk,Appropriation Numbers and Titles by Agency and Appropriation Year,"All 5-digit Appropriation numbers are listed in this file by 3-digit agency number and 2-digit appropriation year. These represent specific authority, granted by legislation in a given biennium or appropriation year, to expend or collect money. Regular appropriations are generally in the 13000 series",2018-12-03T21:12:06.000Z,2020-06-26T23:48:27.000Z,https://data.texas.gov/Government-and-Taxes/Appropriation-Numbers-and-Titles-by-Agency-and-App/vuni-wtvk
gipw-84r3,Summer Meal Programs – Summer Food Service Program (SFSP) – Meal Count Information – Program Period 2018,"About the Agency The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program CACFP. TDAs Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilities. By working to ensure these partners serve nutritious meals and snacks, the division adheres to its mission  Feeding the Hungry and Promoting Healthy Lifestyles. For more information on these programs, please visit our website. About the Dataset This dataset contains claimed meals served by summer feeding sites participating in the Summer Food Service Program SFSP for summer 2018 SNP program year 2017-2018. Summer feeding programs operate mid-May through the end of August. This dataset contains site-level claimed meal counts. Reimbursement data is collected at the sponsor level and is reported in the Summer Feeding Programs  Summer Food Service Program SFSP  Meal Reimbursements dataset for the program year. For data on sites participating in the Seamless Summer Option SSO, please refer to the Summer Feeding Programs  Seamless Summer Option  Meal Counts and Meal Reimbursement datasets available on the State of Texas Open Data Portal. About Dataset Updates TDA aims to post new program year data by July 15 of the active program period. Participants have 60 days to file monthly claims. Dataset updates will occur monthly until 90 days after the close of the program period. After 90 days from the close of the program period, the dataset will be updated at six months and one year from the close of program period before becoming archived. Archived datasets will remain published but will not be updated. Any data posted during the active program year is subject to change.",2018-12-10T16:09:28.000Z,2021-10-22T13:40:28.000Z,https://data.texas.gov/Agriculture/Summer-Meal-Programs-Summer-Food-Service-Program-S/gipw-84r3
v287-9kbw,Texas Commission on Environmental Quality - NOR Facilities,"Notices of Registration NOR Facilities. This file contains the basic information for a site including the registration number, registration type, company name, mailing address, site location, and other notification information.",2024-07-29T15:31:24.000Z,2025-02-24T14:00:56.000Z,https://data.texas.gov/dataset/Texas-Commission-on-Environmental-Quality-NOR-Faci/v287-9kbw
i3xb-8vbi,Perpetual Care Cemeteries,List of Perpetual Care Cemeteries PCC in Texas,2022-07-18T18:43:21.000Z,2022-07-18T18:45:54.000Z,https://data.texas.gov/See-Category-Tile/Perpetual-Care-Cemeteries/i3xb-8vbi
ymex-tquc,Child and Adult Care Food Programs (CACFP) – Day Care Homes – Meal Reimbursement – Program Year 2020-2021,"Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program CACFP Data About the Dataset This data set contains claims information for meal reimbursement for CACFP participating as Day Care Homes for program year 2020-2021. The CACFP program year begins October 1 and ends September 30. In March 2020, USDA began allowing flexibility in nutrition assistance program policy to support continued meal access should the coronavirus pandemic COVID-19 impact meal service operation. For more information on the waivers implemented for this purpose, please visit our website at SquareMeals.org. This dataset only includes claims submitted by CACFP sites participating as Day Care Homes. Sites can participate in multiple CACFP sub-programs. For reimbursement data on CACFP participants operating as Day Care Homes, Child Care Centers, At-Risk Child Care Centers, Head Start Centers, emergency shelters, or centers providing care for students outside school hours, please refer to the corresponding Child and Adult Care Food Programs CACFP  Meal Reimbursement dataset for that sub-program available on the State of Texas Open Data Portal. An overview of all CACFP data available on the Texas Open Data Portal can be found at our TDA Data Overview - Child and Adult Care Food Programs page. An overview of all TDA Food and Nutrition data available on the Texas Open Data Portal can be found at our TDA Data Overview - Food and Nutrition Open Data page. More information about accessing and working with TDA data on the Texas Open Data Portal can be found on the SquareMeals.org website on the TDA Food and Nutrition Open Data page. About Dataset Updates TDA aims to post new program year data by December 15 of the active program year. Participants have 60 days to file monthly reimbursement claims. Dataset updates will occur monthly until 90 days after the close of the program year. After 90 days from the close of the program year, the dataset will be updated at six months and one year from the close of program year before becoming archived. Archived datasets will remain published but will not be updated. Any data posted during the active program year is subject to change. About the Agency The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs, the Child and Adult Care Food Programs CACFP,and the summer meal programs. TDAs Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilities. By working to ensure these partners serve nutritious meals and snacks, the division adheres to its mission  Feeding the Hungry and Promoting Healthy Lifestyles. For more information on these programs, please visit our website.",2020-11-24T16:08:19.000Z,2023-05-15T18:41:52.000Z,https://data.texas.gov/dataset/Child-and-Adult-Care-Food-Programs-CACFP-Day-Care-/ymex-tquc
cc78-vvdy,CapMetro Shapefiles - AUGUST 2019,"Routes, Stops, Park  Rides, ADA Polygons, and Service Area for the August 2019 Service Period.",2019-08-14T17:03:05.000Z,2020-06-26T23:45:22.000Z,https://data.texas.gov/Transportation/CapMetro-Shapefiles-AUGUST-2019/cc78-vvdy
gh5j-28a7,Professional Medical Billing Services (SV1) Header Information - Historical,"The Texas Department of Insurance, Division of Workers Compensation DWC maintains a database of professional medical billing services SV1. It contains charges, payments, and treatments billed on a CMS-1500 form by doctors and other health care professionals who treat injured employees, including ambulatory surgical centers, with dates of service more than five years old going back to 2010. For datasets from the past five years, see professional medical billing services SV1 header information. The header identifies insurance carriers, injured employees, employers, place of service, and diagnostic information. The bill header information groups individual line items reported in the detail section. The bill selection date and bill ID must be used to group individual line items into a single bill. Find more information in our professional medical billing services SV1 header data dictionary. See professional medical billing services SV1 detail information  historical for the corresponding detail records related to this dataset. Go to our page on DWC medical state reporting public use data file PUDF to learn more about using this information.",2021-10-19T13:16:24.000Z,2024-06-07T15:40:27.000Z,https://data.texas.gov/dataset/Professional-Medical-Billing-Services-SV1-Header-I/gh5j-28a7
5ns4-rqen,2024 SRWDBTSSBF Post Award Summary,Senator Royce West Doing Business Texas Style Spot Bid Fair Post Award Summary FY2024,2024-02-13T22:27:21.000Z,2024-08-01T15:45:15.000Z,https://data.texas.gov/dataset/2024-SRWDBTSSBF-Post-Award-Summary/5ns4-rqen
ckuq-8u2b,Summer Meal Programs - Seamless Summer Option (SSO) - Meal Count Information - Program Period 2019,"Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data About the Dataset This data set contains claimed meals served by sites participating in the Seamless Summer Option for summer 2019 SNP program year 2018-2019. Summer meal programs operate mid-May through the end of August. This dataset contains site-level claimed meal counts. Reimbursement data is collected at the sponsor level and is reported in the Summer Meal Programs  Seamless Summer Option SSO  Meal Reimbursements dataset for the program year. For data on sites participating in the Summer Food Service Program SFSP, please refer to the Summer Meal Programs - Summer Food Service Program SFSP  Meal Counts and Meal Reimbursement datasets available on the State of Texas Open Data Portal. An overview of all Summer Meal Program data available on the Texas Open Data Portal can be found at our TDA Data Overview - Summer Meals Programs page. An overview of all TDA Food and Nutrition data available on the Texas Open Data Portal can be found at our TDA Data Overview - Food and Nutrition Open Data page. About Dataset Updates TDA aims to post new program year data by July 15 of the active program period. Dataset updates will occur monthly until 90 days after the close of the program period. After 90 days from the close of the program period, the dataset will be updated at six months and one year from the close of program period before becoming archived. Archived datasets will remain published but will not be updated. Any data posted during the active program year is subject to change. A detailed list of TDA Food and Nutrition datasets and data fields available on the Texas Open Data Portal can be downloaded as a PDF here. About the Agency The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs, the Child and Adult Care Food Program CACFP, and summer meal programs. TDAs Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilities. By working to ensure these partners serve nutritious meals and snacks, the division adheres to its mission  Feeding the Hungry and Promoting Healthy Lifestyles. For more information on these programs, please visit us at SquareMeals.org.",2019-07-09T19:56:35.000Z,2021-10-22T13:35:33.000Z,https://data.texas.gov/dataset/Summer-Meal-Programs-Seamless-Summer-Option-SSO-Me/ckuq-8u2b
dcv9-t4ns,CPS 1.9 Outcomes of Children Completing Family Preservation Services FY2015-2024,"This tracks six month, one year, and five year outcomes for children who were provided family preservation services and subsequently alleged as a victim in an investigation within the noted time period. The date of service is determined by the close of the CPS Family Preservation stage. The six month period is calculated by following those children who were served within the first six months of the fiscal year FY to see if the same child is an alleged victim in an abuseneglect child protective investigation within six months of the family preservation stage closure. For the one year outcome, those children who were served in the prior FY are tracked for one year and reported in the next fiscal year. The outcomes reported in FY 2018 had a beginning cohort from FY 2017. The five year outcomes start with the FY five years prior and follows each child for five years to track the outcomes. FY 2018 would have a beginning cohort of those children who were participated in family preservation services in FY 2013. This does not track recidivism, which is defined by CPS as subsequent reason to believe finding in a new investigation or subsequent open case to FBSS or removal within a given timeframe. This dashboard addresses the Texas Human Resources Code Section 40.0516 a9A, B, C and a10.",2020-04-20T19:57:56.000Z,2025-01-30T18:56:42.000Z,https://data.texas.gov/dataset/CPS-1-9-Outcomes-of-Children-Completing-Family-Pre/dcv9-t4ns
mdwv-62pw,APS 2.1 Intake Priority by Region with Demographics FY2015-FY2024,"DFPS sets priorities for the delivery of protective services. In establishing priorities, DFPS defines timeframes for conducting initial face-to-face interviews with alleged victims. The priorities are based on severity and immediacy of alleged threat to the life or physical safety of the alleged victim. 40 Texas Administrative Code 705.2101 The initial face-to-face contact with the alleged victim is conducted according to the following priorities Priority 1 Allegations that the victim is in a state of serious harm or is in danger of death from abuse or neglect. APS makes face-to-face contact within 24 hours of SWIs receipt of Priority I allegations. Priority 2 Allegations that the victim is abused, neglected, or financially exploited and, as a result, is at risk of serious harm. APS makes face-to-face contact within three calendar days of SWIs receipt of Priority II allegations. Priority 3 All other allegations that the victim is in a state of abuse or neglect. APS makes face-to-face contact within seven calendar days of SWIs receipt of Priority III allegations. Priority 4 Allegations of financial exploitation when there is no danger of imminent impoverishment or deprivation of basic needs. APS makes face-to-face contact within 14 calendar days of SWIs receipt of Priority IV allegations. Inclusion is based on the Intake Closure Date.",2018-09-04T18:36:37.000Z,2025-01-29T18:14:29.000Z,https://data.texas.gov/dataset/APS-2-1-Intake-Priority-by-Region-with-Demographic/mdwv-62pw
gkzw-hujg,"PEI 4.1 - Outcomes, Outputs & Efficiencies","About this data set Texas Families Together and Safe TFTS - The TFTS program funds evidence-based, community-based programs designed to alleviate stress and promote parental competencies and behaviors that increase the ability of families to become self-sufficient and successfully nurture their children. Fatherhood Effects FE - FE funds a variety of contracts with community-based organizations to provide child abuse and neglect prevention services. These include the Fatherhood Effects grants as well as various special initiatives and public awareness campaigns. Community Based Family Services CBFS - The CBFS program serves families who were investigated by CPS but whose allegations were low-priority or unsubstantiated, through community and evidence-based services. Services include home visitation, case management, and additional social services to provide a safe and stable home environment. Helping through Intervention and Prevention HIP - The HIP program provides an extensive family assessment, home visiting that includes parent education and basic needs support to targeted families. Healthy Outcomes through Prevention and Early Support HOPES - The HOPES program provides child abuse and neglect prevention services that target families with children between 0-5 years of age. Contracts have been awarded in eight counties. Each HOPES contract also has a focus on community collaboration that focus on early childhood and the prevention of child abuse and neglect. Family Strengthening FSP and Tertiary Child Abuse Prevention Programs TPP - Served families through 2011. Texas Service Members, Veterans and Families SMVF - Formerly Preventive Services for Veterans and Military Families. FOOTNOTES HIP and HOPES began services in Fiscal Year 2015. TFTS and CBFS where discontinued in FY2018. STAR was renamed to FAYS in FY2020. CBCAP was renamed to FE in FY2020. MFVPP was renamed to SMVF in FY2020. Fiscal Year 2023 data is as of December 30, 2024.",2023-02-23T22:01:01.000Z,2025-01-29T22:49:19.000Z,https://data.texas.gov/dataset/PEI-4-1-Outcomes-Outputs-Efficiencies/gkzw-hujg
2hc4-g945,Trust Companies,Listing of Trust Companies in Texas,2022-07-18T19:13:40.000Z,2022-07-19T15:07:24.000Z,https://data.texas.gov/See-Category-Tile/Trust-Companies/2hc4-g945
fgk4-buw5,"PEI 3.1 STAR Youth by County, Region and Presenting Problem FY2015-2024","Family and Youth Success Program FAYS Formerly Services to At-Risk Youth STAR - The FAYS program contracts with community agencies to offer family crisis intervention counseling, short- term emergency respite care, and individual and family counseling. Youth up to age 17 and their families are eligible if they experience conflict at home, truancy or delinquency, or a youth who runs away from home. FAYS services are available in all 254 Texas counties. Each FAYS contractor also provides universal child abuse prevention services, ranging from local media campaigns to informational brochures and parenting classes. Data as of December 11, 2024.",2020-04-15T21:40:53.000Z,2025-01-29T22:46:54.000Z,https://data.texas.gov/dataset/PEI-3-1-STAR-Youth-by-County-Region-and-Presenting/fgk4-buw5
32tp-f774,"PEI 1.2 Average Monthly Youth Served by County, Region, and PEI Program FY2015-2024","The Division of Prevention and Early Intervention PEI was created to consolidate child abuse prevention and juvenile delinquency prevention and early intervention programs within the jurisdiction of a single state agency. Consolidation of these programs is intended to eliminate fragmentation and duplication of contracted prevention and early intervention services for at-risk children, youth, and families Community Youth Development CYD - The CYD program contracts with community-based organizations to develop juvenile delinquency prevention programs in ZIP codes with high juvenile crime rates. Approaches used by communities to prevent delinquency have included mentoring, youth employment programs, career preparation, youth leadership development and recreational activities. Communities prioritize and fund specific prevention services according to local needs. CYD services are available in 15 targeted Texas ZIP codes. Family and Youth Success Program FAYS formerly Services to At-Risk Youth STAR - The FAYS program contracts with community agencies to offer family crisis intervention counseling, short- term emergency respite care, and individual and family counseling. Youth up to age 17 and their families are eligible if they experience conflict at home, truancy or delinquency, or a youth who runs away from home. FAYS services are available in all 254 Texas counties. Each FAYS contractor also provides universal child abuse prevention services, ranging from local media campaigns to informational brochures and parenting classes. Statewide Youth Services Network SYSN - The SYSN program contracts provide community and evidence-based juvenile delinquency prevention programs focused on youth ages 10 through 17, in each DFPS region. NOTE For FY15, as a result of a new procurement, the overall number of youth served decreased however the service requirements were enhanced with additional programmatic components. Data as of December 11, 2024.",2020-04-15T21:25:28.000Z,2025-01-29T22:40:09.000Z,https://data.texas.gov/dataset/PEI-1-2-Average-Monthly-Youth-Served-by-County-Reg/32tp-f774
iuez-sv34,Public Utility Commission of Texas - Water and Sewer Submetering or Allocation,Submetered utility service is water utility service that is master metered for the owner by the retail public utility and individually metered by the owner at each dwelling unit wastewater utility service based on submetered water utility service water utility service measured by point-of-use submeters when all of the water used in a dwelling unit is measured and totaled or wastewater utility service based on total water use as measured by point-of-use submeters. Allocated utility service is water or wastewater utility service that is master metered to an owner by a retail public utility and allocated to tenants by the owner.,2022-10-19T17:04:11.000Z,2025-02-03T15:43:01.000Z,https://data.texas.gov/dataset/Public-Utility-Commission-of-Texas-Water-and-Sewer/iuez-sv34
8hps-ztn4,Customer STS and TX.Gov Invoice,DIR Shared Technology Services STS and Texas.gov Customer Invoices,2024-01-11T16:33:56.000Z,2025-02-21T17:38:09.000Z,https://data.texas.gov/dataset/Customer-STS-and-TX-Gov-Invoice/8hps-ztn4
mki2-gdy5,Child and Adult Care Food Programs (CACFP) – Day Care Homes – Meal Reimbursement – Program Year 2019-2020,"About the Dataset This data set contains claims information for meal reimbursement for CACFP participating as Day Care Homes for program year 2019-2020. The CACFP program year begins October 1 and ends September 30. In March 2020, USDA began allowing flexibility in nutrition assistance program policy to support continued meal access should the coronavirus pandemic COVID-19 impact meal service operation. Sites participating in these flexibilities are indicated in the newly added COVID Meal Site column of this dataset. For more information on the waivers implemented for this purpose, please visit our website at SquareMeals.org. This dataset only includes claims submitted by CACFP sites participating as Day Care Homes. Sites can participate in multiple CACFP sub-programs. For reimbursement data on CACFP participants operating as Day Care Homes, Child Care Centers, At-Risk Child Care Centers, Head Start Centers, emergency shelters, or centers providing care for students outside school hours, please refer to the corresponding Child and Adult Care Food Programs CACFP  Meal Reimbursement dataset for that sub-program available on the State of Texas Open Data Portal. An overview of all CACFP data available on the Texas Open Data Portal can be found at our TDA Data Overview - Child and Adult Care Food Programs page. An overview of all TDA Food and Nutrition data available on the Texas Open Data Portal can be found at our TDA Data Overview - Food and Nutrition Open Data page. More information about accessing and working with TDA data on the Texas Open Data Portal can be found on the SquareMeals.org website on the TDA Food and Nutrition Open Data page. About Dataset Updates TDA aims to post new program year data by December 15 of the active program year. Participants have 60 days to file monthly reimbursement claims. Dataset updates will occur monthly until 90 days after the close of the program year. After 90 days from the close of the program year, the dataset will be updated at six months and one year from the close of program year before becoming archived. Archived datasets will remain published but will not be updated. Any data posted during the active program year is subject to change. About the Agency The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs, the Child and Adult Care Food Programs CACFP,and the summer meal programs. TDAs Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilities. By working to ensure these partners serve nutritious meals and snacks, the division adheres to its mission  Feeding the Hungry and Promoting Healthy Lifestyles. For more information on these programs, please visit our website.",2019-12-10T20:16:51.000Z,2023-05-15T18:36:03.000Z,https://data.texas.gov/dataset/Child-and-Adult-Care-Food-Programs-CACFP-Day-Care-/mki2-gdy5
h4bd-qebe,TxRC Individual Licensees Map,Individuals currently licensed by the Texas Racing Commission as of 06202018.,2018-08-10T16:40:00.000Z,2024-11-26T00:39:14.000Z,https://data.texas.gov/Permits-and-Licensing/TxRC-Individual-Licensees-Map/h4bd-qebe
ydea-2aps,"CPS 2.5 Legal Statuses Granted by Legal Status, Fiscal Year and Region with Demographics FY2015-2024","This chart counts the different legal statuses granted during the fiscal year for children in DFPS custody. Children in DFPS custody are those for whom a court has appointed DFPS legal responsibility through temporary or permanent managing conservatorship or other court ordered legal basis. This chart includes any child in DFPS custody at some point during the year. Children may be duplicated in the count, if they were in and out of DFPS custody more than once during the fiscal year. A description of the different types of legal statuses is in the CPS glossary httpswww.dfps.texas.govAbout_DFPSData_BookChild_Protective_ServicesResourcesglossary.asp Go to dfps.texas.gov for information on all DFPS programs.",2019-02-08T21:20:53.000Z,2025-01-30T20:19:29.000Z,https://data.texas.gov/dataset/CPS-2-5-Legal-Statuses-Granted-by-Legal-Status-Fis/ydea-2aps
y7wk-dk9k,Digital Transformation IRDR Data,"The Texas Department of Information Resources DIR has established a digital transformation guide to assist agencies with modernizing agency operations and services with respect to electronic data and converting agency information into electronic data. The purpose of the guide is to help Texas government take the next steps to advance digital transformation and improve the customer experience, no matter where the organization is on its digital journey. Data source contains select information from 2020 Information Resources Deployment Review.",2020-12-08T19:17:17.000Z,2021-12-06T18:37:10.000Z,https://data.texas.gov/dataset/Digital-Transformation-IRDR-Data/y7wk-dk9k
pgyj-5euh,Child and Adult Care Food Programs (CACFP) – Day Care Homes – Site-Level Contact and Program Participation – Program Year 2017-2018,"About the Dataset This dataset contains contact and program participation information for Day Care Home DCH providers approved to operate under the Child and Adult Care Food Program CACFP during program year 2017-2018. Contracting Entity CE sponsors can participate in more than one CACFP program. The CACFP program year begins October 1 and ends September 30. This dataset only includes information for Texas Day Care Home providers participating in CACFP. For data on CEs and sites participating as Adult Day Care Centers ADC, Child Care Centers CCC, At-Risk Afterschool Centers At-Risk, Head Start Centers, emergency shelters, and centers providing care for students outside school hours, please refer to the Child and Adult Care Food Programs CACFP  Centers  Contact and Program Participation dataset, also on the State of Texas Open Data Portal. Dataset content and column order have been updated starting with program year 2018-2019 forward. Older program year datasets will retain original content and organization. An overview of all CACFP data available on the Texas Open Data Portal can be found at our TDA Data Overview - Child and Adult Care Food Programs page. An overview of all TDA Food and Nutrition data available on the Texas Open Data Portal can be found at our TDA Data Overview - Food and Nutrition Open Data page. More information about accessing and working with TDA data on the Texas Open Data Portal can be found on the SquareMeals.org website on the TDA Food and Nutrition Open Data page. About Dataset Updates TDA aims to post new program year data by December 15 of the active program year. Updates will occur quarterly and end 90 days after the close of the program year. Any data posted during the active update period is subject to change. After 90 days from the close of the program year, the dataset will remain published but will no longer be updated. About the Agency The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs, the Child and Adult Care Food Programs CACFP, and summer meal programs. TDAs Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilities. By working to ensure these partners serve nutritious meals and snacks, the division adheres to its mission  Feeding the Hungry and Promoting Healthy Lifestyles. For more information on these programs, please visit our SquareMeal.org website.",2018-12-04T15:50:23.000Z,2023-09-08T16:50:33.000Z,https://data.texas.gov/dataset/Child-and-Adult-Care-Food-Programs-CACFP-Day-Care-/pgyj-5euh
p3km-d4px,CapMetro Shapefiles - June 2020,"Routes, Stops, Park  Rides, ADA Polygons, Amenity Counts, and Service Area for the JANUARY 2021 Service Period.",2020-07-07T16:24:30.000Z,2022-08-16T19:39:40.000Z,https://data.texas.gov/See-Category-Tile/CapMetro-Shapefiles-June-2020/p3km-d4px
hdy4-ti3x,CapMetro Shapefiles - JANUARY 2019,"Routes, Stops, Park  Rides, ADA Polygons, and Service Area for the January 2019 Service Period.",2019-01-03T20:13:33.000Z,2020-06-26T23:44:12.000Z,https://data.texas.gov/Transportation/CapMetro-Shapefiles-JANUARY-2019/hdy4-ti3x
cbvw-zwy4,CPI 3.13 Completed Abuse/Neglect Investigations: Referred to Family Preservation FY2018-FY2024,Number of Child Protective Investigations referred to Family Preservation Services organized by final risk assigned to each family through safety and risk assessments. Data begins in 2018 due to changing Risk Assessments over time in the IMPACT application. This dashboard addresses the Texas Human Resources Code Sec. 40.0516 a2.,2021-02-12T22:05:56.000Z,2025-01-29T20:54:41.000Z,https://data.texas.gov/dataset/CPI-3-13-Completed-Abuse-Neglect-Investigations-Re/cbvw-zwy4
c2h9-xhtx,CCI 4.5 Residential Child Care Investigation (RCCI) Intakes Screened Out FY2013-2022,"This table addresses Texas Human Resource Code Section 40.0516, subsection a 1F. After FY21 SWI screeners completed the screening process for RCCI intakes. Data can now be found under SWI 1.5 Residential Child Care Investigation RCCI Intakes Screened Out FY2014-2023 httpsdata.texas.govdatasetSWI-1-5-Residential-Child-Care-Investigation-RCCI-yip4-zikiabout_data",2020-04-21T20:30:09.000Z,2024-02-12T23:15:25.000Z,https://data.texas.gov/dataset/CCI-4-5-Residential-Child-Care-Investigation-RCCI-/c2h9-xhtx
nqs9-gjpf,CPI 3.7 Adults and Children in Abuse/Neglect Investigations FY2015-2024,"This dashboard displays the number of clients, both adult and child, involved in a completed CPI investigation during a given fiscal year. It does not include those involved in Alternative Response or those involved in an administratively closed investigation. This dashboard addressed Texas Family Code Section 264.017.b3. More information at www.dfps.texas.gov",2020-04-17T20:50:12.000Z,2025-01-29T20:41:05.000Z,https://data.texas.gov/dataset/CPI-3-7-Adults-and-Children-in-Abuse-Neglect-Inves/nqs9-gjpf
cbxb-6zrb,Summer Meal Programs – Summer Food Service Program (SFSP) – Contacts and Program Participation – Program Period 2016,"About the Agency The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program CACFP. TDAs Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilities. By working to ensure these partners serve nutritious meals and snacks, the division adheres to its mission  Feeding the Hungry and Promoting Healthy Lifestyles. For more information on these programs, please visit our website. About the Dataset This data set contains contact and program participation information for each site participating in the Summer Food Service Program SFSP for summer 2016 SNP program year 2015-2016. Summer meal programs operate mid-May through the end of August. For data on sites participating in the Seamless Summer Option SSO, please refer to the Summer Meal Programs  Seamless Summer Option SSO  Contact and Program Participation datasets available on the State of Texas Open Data Portal. About Dataset Updates TDA aims to post new program year data by July 15 of the active program period. Due to the short duration of the summer meal programs, dataset updates will occur monthly until 90 days after the close of the program period. After 90 days from the close of the program period, the dataset will be updated at six months and one year from the close of program period before becoming archived. Archived datasets will remain published but will not be updated. Any data posted during the active program year is subject to change.",2018-12-20T16:07:39.000Z,2020-06-18T20:51:04.000Z,https://data.texas.gov/Agriculture/Summer-Meal-Programs-Summer-Food-Service-Program-S/cbxb-6zrb
3xaz-c3yv,"Texas State House Districts Plan H414 (2021-2022, based on 2010 Census)","The 83rd Legislature, 1st Called Session, enacted S.B. 3 PLAN H358, the plan used to elect members to the Texas House from 2014-2018. The U.S. District Court for the Western District of Texas ordered changes to districts 90, 97 and 99 in Tarrant County for the 2020 elections. The resulting statewide plan PLAN H414 is effective January 2021. All data is based on the 2010 census. For more information, visit httpsredistricting.capitol.texas.govCurrent-districtsst-house-section.",2021-07-29T18:57:53.000Z,2023-07-20T15:50:36.000Z,https://data.texas.gov/dataset/Texas-State-House-Districts-Plan-H414-2021-2022-ba/3xaz-c3yv
x2dw-k58c,2022 SSP - Agency Spotlights,"The plan identifies technology goals for state government over the next five years and guides agencies as they develop their agency strategic plans. Note For the purposes of this report, the term agency is used to indicate a state agency or a state-funded institution of higher education.",2021-10-29T16:55:33.000Z,2021-10-29T20:40:03.925Z,https://data.texas.gov/stories/s/x2dw-k58c
njas-z4my,CPS 3.4 Children in Substitute Care on August 31 - Sibling Groups Placed Together FY2015-2024,"Divides sibling groups into two groups Those sibling groups where all siblings are in the same placement on August 31 and those who are not all together with an additional filter for sibling group size. In this context, siblings are defined as children in substitute care who were removed from the same household whether in the same, or separate, removal events.",2020-04-17T13:36:55.000Z,2025-01-29T21:54:03.000Z,https://data.texas.gov/dataset/CPS-3-4-Children-in-Substitute-Care-on-August-31-S/njas-z4my
q23m-8q5m,Texas General Land Office,,2023-01-06T21:06:22.000Z,2024-07-30T16:11:34.780Z,https://data.texas.gov/stories/s/q23m-8q5m
